item1,item2,n,correlation
muffin,mieux,9,0.018204295756882802
préparer,mieux,9,0.024038853620148477
couper,mieux,9,0.10624887127079152
respecter,mieux,9,0.035341954659342784
café,mieux,9,0.08895085508113383
beau,mieux,9,0.006252918855993722
lourd,mieux,9,0.07939598804586565
pot,dessert,9,-0.018388159585707754
crumble,dessert,9,0.14685357313694578
venir,dessert,9,-0.03103009466879502
gonfler,dessert,9,-0.02851815950642937
simplement,idéal,9,0.04397431860072977
changer,idéal,9,0.07359363890985263
préparation,idéal,9,-0.008091353338565206
dommage,idéal,9,0.04636352913367091
conseil,idéal,9,0.015939020323192853
donner,idéal,9,0.05157802546452185
tenir,idéal,9,0.06549307591716139
sirop,idéal,9,0.11577740246411072
levure,idéal,9,0.009246148804582128
réduire,idéal,9,0.07186401644899294
conseiller,idéal,9,0.008125318126941897
jus,idéal,9,0.03483426520774934
laisser,idéal,9,0.02000660618713909
réussite,idéal,9,0.06324517841823558
original,idéal,9,0.09211290938116343
parfumer,idéal,9,0.0853174821271812
oublier,idéal,9,0.12774460587729186
saler,idéal,9,0.09818761739738277
soupe,idéal,9,0.007681481086250564
attendre,idéal,9,0.07594035483973295
heure,mousse,9,0.1067415855735434
préparation,mousse,9,-0.019460335976677564
framboise,mousse,9,0.13893452414609123
entier,mousse,9,0.09908099862848593
fondre,mousse,9,0.10740641236448392
tester,mousse,9,0.010614755410912618
moitié,mousse,9,-0.010317855591042766
effectivement,mousse,9,0.04919599764841038
coup,mousse,9,0.027236034088788493
gourmand,mousse,9,0.0233488894636537
amande,mousse,9,-0.0218855895915073
farine,mousse,9,-0.021997542502601955
succulent,mousse,9,0.05209133271921155
recommander,mousse,9,-0.0030975382739252236
ami,mousse,9,0.03156095056725691
top,mousse,9,0.029914512667271742
morceau,mousse,9,0.11125438261251655
famille,mousse,9,0.021274936904238356
changer,heure,9,0.05714053789593022
mieux,heure,9,0.06096004483730652
mousse,heure,9,0.1067415855735434
glace,heure,9,0.04315689206620841
pourtant,heure,9,0.026755926598035846
gros,heure,9,0.057653530571401365
entier,heure,9,0.05390858671783794
consistance,heure,9,0.03879262605206968
chaud,heure,9,0.08567420984054422
vite,heure,9,-0.002964954933262261
ajoute,heure,9,0.025486698384535007
pomme,heure,9,0.031367448436637184
plat,heure,9,0.10052504685175576
sirop,heure,9,0.06352176371590233
texture,heure,9,0.011758719927340549
succulent,heure,9,0.0650368914821481
ingrédient,heure,9,0.04141980166984238
tarte,heure,9,0.038826844716548035
diminuer,heure,9,0.0835614530358438
problème,heure,9,0.05352631052441912
lettre,frigo,9,0.018378532757818082
dommage,frigo,9,0.029930757231795342
eau,frigo,9,0.02927060088361884
devoir,frigo,9,0.05053396713289701
lieu,frigo,9,0.05333738879708029
ajoute,frigo,9,0.04794361839794521
repas,frigo,9,0.08571915263087074
dose,frigo,9,0.07362537663102203
succulent,frigo,9,0.08132257270432228
mélange,frigo,9,0.002722371928157759
jus,frigo,9,0.028949997404148494
redemander,frigo,9,0.1209157868796819
citron,frigo,9,0.04703797797377828
cannelle,frigo,9,0.02117935478682712
huile,frigo,9,0.061594100046286515
beau,frigo,9,0.07218834540133434
lettre,coulis,9,0.06285683224395985
pourtant,coulis,9,0.0482895062191077
feuille,coulis,9,0.1776630349103584
tenir,coulis,9,0.1104043508413887
devoir,coulis,9,0.024746694829801488
confiture,coulis,9,0.047392259798007735
moitié,coulis,9,0.054332962817248594
également,coulis,9,0.021665152869483083
épais,coulis,9,0.07727708630140005
réussi,coulis,9,0.03710811317041432
couche,coulis,9,0.08405696723521668
original,coulis,9,0.09631779315878294
tiède,coulis,9,0.09254788875491521
ingrédient,coulis,9,0.02321479121176031
ami,coulis,9,0.03701897523912934
voir,coulis,9,0.024743246951964625
top,coulis,9,0.00765333961398023
famille,coulis,9,-0.018927819136427593
rester,coulis,9,0.10310264984999572
cookie,exceller,9,-0.009612067570583643
prune,facile,9,0.03349167596613872
compote,réaliser,9,0.0112547615884388
feuilleter,réaliser,9,0.020331145097209905
rhubarbe,réaliser,9,0.025946659373087034
riz,simple,9,0.03350838427673634
mieux,retrouver,9,0.10757903305765897
glace,retrouver,9,0.017475226289461073
fond,retrouver,9,0.06998933744148393
cas,retrouver,9,0.11165920549825202
consistance,retrouver,9,0.09080495617255767
frais,retrouver,9,-0.01896021432168692
indiquer,retrouver,9,0.05962402733265409
devoir,retrouver,9,0.04306121999715059
confiture,retrouver,9,0.06122156608275654
pomme,retrouver,9,-0.002911947426589359
an,retrouver,9,0.08678913931140123
amande,retrouver,9,0.006103685600351673
épais,retrouver,9,0.05855674727897954
laisser,retrouver,9,0.04703922103049861
noir,retrouver,9,0.07091355518397377
hésiter,retrouver,9,0.06472418506251015
ami,retrouver,9,0.08914952167464234
cannelle,retrouver,9,0.024614700330548227
top,retrouver,9,0.051541577024525435
famille,retrouver,9,0.04542724595948645
fraise,glace,9,0.018779228683607357
diviser,glace,9,-0.0046538450861044476
heure,glace,9,0.04315689206620841
retrouver,glace,9,0.017475226289461073
pépite,glace,9,0.025352310343776534
levure,glace,9,-0.005033246961620678
classique,glace,9,0.03317549986509847
génial,glace,9,0.014951285159775353
gras,glace,9,0.011140621513116575
raisin,glace,9,0.031020281065540892
ami,glace,9,0.03790526869039563
suffire,glace,9,-0.01750515252885901
beau,glace,9,0.0380929263534644
garder,glace,9,0.03983962133697106
problème,glace,9,0.007046431431306695
diviser,ressembler,9,0.11369863193081454
lettre,ressembler,9,0.011721324492987547
pomme,ressembler,9,0.018333485844244567
amande,ressembler,9,-8.220143167425173e-4
conseiller,ressembler,9,0.01664813254942095
vanillé,ressembler,9,0.03203818726206276
jus,ressembler,9,0.07559012185658265
neige,ressembler,9,0.024656638943208617
noir,ressembler,9,0.031455737921492026
soupe,ressembler,9,0.04515052657443319
suffire,ressembler,9,0.03420371967917328
fraise,servi,9,0.0424284751915588
diviser,servi,9,0.012261161936299362
dommage,servi,9,-0.003931922286670971
fondre,servi,9,0.010389153292694117
effectivement,servi,9,0.027752676717940114
mari,servi,9,0.04713401178071038
réduire,servi,9,0.050573948478020436
classique,servi,9,0.05156034582564633
agréable,servi,9,0.04706387635510792
doubler,servi,9,0.025600236094519925
recommander,servi,9,0.006022182915828047
banane,servi,9,0.006704048558959693
ami,servi,9,0.04410012428084204
suffire,servi,9,0.024472926828887992
respecter,servi,9,0.02710112569262533
diminuer,servi,9,0.07360315655550967
cake,servi,9,0.014851624746898572
froid,servi,9,0.056551042429581776
ananas,servi,9,0.1018524119449885
obtenir,inviter,9,-0.007098653625733837
flan,inviter,9,0.014623133884876915
levure,inviter,9,-0.05064412322431998
gonfler,inviter,9,0.004256798129876657
tiède,inviter,9,0.0031945975868970713
fille,inviter,9,0.028277280801783038
gras,inviter,9,-0.012617535432551553
muffin,inviter,9,-0.03557935130502167
croustillant,inviter,9,0.03396246407538553
manque,inviter,9,-0.021093999300833173
redire,inviter,9,0.027499477284403977
mauvais,inviter,9,0.019099615359959
fraise,préparation,9,0.03097142481035149
idéal,préparation,9,-0.008091353338565206
mousse,préparation,9,-0.019460335976677564
glaçage,préparation,9,-0.0049142488038008605
gonfler,préparation,9,0.004881864841098382
abricot,préparation,9,0.03266758581553705
fade,préparation,9,0.0616950473131257
fille,préparation,9,0.015992498065036356
raisin,préparation,9,0.05143325407496083
lourd,préparation,9,-0.012196090078536292
feuilleter,préparation,9,0.13180209592254807
froid,préparation,9,0.047441103007061905
yaourt,préparation,9,0.00688847465170579
redire,préparation,9,0.008311604683857606
spéculoos,préparation,9,0.04028691247166349
flan,commentaire,9,0.004466717325884607
abricot,commentaire,9,0.030672811633948995
classique,commentaire,9,0.012345823980283591
fade,commentaire,9,0.14054197789409958
zeste,commentaire,9,0.04937437110169182
raisin,commentaire,9,0.017356044560527768
oranger,commentaire,9,0.07487160407512314
redire,commentaire,9,0.028617980083319408
chantilly,suivi,9,-0.0024263666980404407
orange,suivi,9,-0.022741594199880845
rhubarbe,suivi,9,0.02865278531847689
spéculoos,suivi,9,-0.0010510621820474728
frigo,lettre,9,0.018378532757818082
coulis,lettre,9,0.06285683224395985
ressembler,lettre,9,0.011721324492987547
cas,lettre,9,0.01922035032554555
fromage,lettre,9,0.02979886158891694
flan,lettre,9,-0.004732499011145866
venir,lettre,9,0.04951786555567968
fade,lettre,9,0.04031903737897408
caramel,lettre,9,0.11410669132478715
génois,lettre,9,0.016486172632722288
sabler,lettre,9,0.020457749099949355
oranger,lettre,9,0.025625577062384008
flan,décevoir,9,0.1909724979804439
mari,décevoir,9,0.02571073491458174
sirop,décevoir,9,0.01395110147546985
base,décevoir,9,0.028481371049718374
venir,décevoir,9,0.03245957091814862
incorporer,décevoir,9,0.01571756949296917
saler,décevoir,9,0.032194605443124025
raisin,décevoir,9,0.06505715870963115
accompagner,décevoir,9,0.015987075486693036
déguster,décevoir,9,-0.003379762012786425
tuerie,décevoir,9,0.03437793516222633
simplement,long,9,0.018978781770883257
fond,long,9,-0.008933778240736105
vouloir,long,9,0.043371048494219154
place,long,9,-0.005423673370684269
conseil,long,9,-0.012298271887886514
mélanger,long,9,0.10363373661926711
oeuf,long,9,-0.04833976709167585
lieu,long,9,0.024270219214124502
ajoute,long,9,0.021826860497712212
dose,long,9,0.015015765735060535
conseiller,long,9,0.02902201264766895
oublier,long,9,0.06371826780642002
citron,long,9,-0.0036808541845601223
manque,long,9,0.06411984605194791
beau,long,9,0.07183668484774282
donne,long,9,0.03993569489446189
heure,pourtant,9,0.026755926598035846
coulis,pourtant,9,0.0482895062191077
sympa,pourtant,9,0.02178463027025066
indiquer,pourtant,9,0.026051081569482746
boule,pourtant,9,0.04190259131859684
sirop,pourtant,9,-0.01985496058110338
miam,pourtant,9,0.05394795941111189
succulent,pourtant,9,0.018752413992386634
couche,pourtant,9,0.05275501810912048
oublier,pourtant,9,0.06015673011981088
extra,pourtant,9,0.031446711009397735
banane,pourtant,9,0.04255857753140191
hésiter,pourtant,9,0.03905629527518901
dur,pourtant,9,0.049394164255601565
couper,pourtant,9,0.09751944142569353
fleur,pourtant,9,0.014767071519763808
oranger,pourtant,9,0.018783877557733773
froid,pourtant,9,0.07645396212484433
mauvais,pourtant,9,0.016631932272093978
pain,part,9,0.028443674287690335
yaourt,part,9,0.08673239687744669
spéculoos,part,9,0.032485954422898845
diviser,gros,9,0.1185632350055539
heure,gros,9,0.057653530571401365
entier,gros,9,0.02116153585526881
miam,gros,9,0.04324021986026387
noisette,gros,9,0.04805414999195798
couche,gros,9,0.08700905947596937
redemander,gros,9,0.07028542753085941
fleur,gros,9,0.1144893407068299
lourd,gros,9,0.04473605995314587
monter,gros,9,0.023019628107055042
redire,gros,9,0.08197843742846327
fraise,dommage,9,0.10156891692307499
idéal,dommage,9,0.04636352913367091
frigo,dommage,9,0.029930757231795342
servi,dommage,9,-0.003931922286670971
cas,dommage,9,0.028821274579809313
chaud,dommage,9,0.048088046297239145
préférer,dommage,9,0.057758604776694866
an,dommage,9,0.01488558080811751
mari,dommage,9,0.022531062859143004
base,dommage,9,0.11359349615461184
noisette,dommage,9,0.007717040347778942
abricot,dommage,9,0.0339079065187775
fade,dommage,9,0.22285216809005165
jus,dommage,9,-0.008065399447534689
hésiter,dommage,9,0.009079754708625605
dur,dommage,9,0.05808103482764412
fleur,dommage,9,0.26111866847112
oranger,dommage,9,0.2704277159462412
accompagner,dommage,9,0.06290332900336572
tuerie,dommage,9,0.03093803207102748
attendre,dommage,9,0.07740488930560366
yaourt,dommage,9,0.014254308066594727
redire,dommage,9,0.06519880885572085
régaler,partie,9,-0.012647194219456384
changer,partie,9,0.03860609263192343
fond,partie,9,0.09086707008904069
eau,partie,9,0.10445515459530408
devenir,partie,9,0.06460612560469826
pomme,partie,9,0.01767937320202941
enfant,partie,9,-0.04255270144115724
mari,partie,9,0.07839399751510052
gourmand,partie,9,0.062283878346022704
biscuit,partie,9,0.055697715226448855
mal,partie,9,0.02499091193287876
classique,partie,9,0.11123288026345556
préparer,partie,9,0.02376808696175864
respecter,partie,9,0.0732064960805403
morceau,partie,9,0.04125317298258291
diminuer,partie,9,0.1477923846000841
problème,partie,9,0.1727761456154862
jaune,sucrer,9,-0.010634349883355534
riz,sucrer,9,0.02932656082117712
brioche,sucrer,9,0.02866640363767451
retrouver,fond,9,0.06998933744148393
long,fond,9,-0.008933778240736105
partie,fond,9,0.09086707008904069
venir,fond,9,0.008968665173419642
saler,fond,9,5.9338993111931816e-5
pêche,fond,9,0.06431515589794833
dur,fond,9,0.009995328750954338
accompagner,fond,9,0.016990614964830817
garder,fond,9,0.016079614323157458
prune,fond,9,0.2950288677779403
mieux,cas,9,0.05724728702083884
retrouver,cas,9,0.11165920549825202
lettre,cas,9,0.01922035032554555
dommage,cas,9,0.028821274579809313
entier,cas,9,0.08054395483902994
ajoute,cas,9,0.09086054103304442
plat,cas,9,0.06469713683804651
boule,cas,9,0.12481161259015537
noisette,cas,9,0.03776939054084485
succulent,cas,9,0.07413497781318888
tiède,cas,9,0.07538234886755228
fleur,cas,9,0.13314573585410844
oranger,cas,9,0.13895192949586482
manque,cas,9,0.08024029040783771
idée,cas,9,0.11752441637750179
confiture,apprécier,9,0.06412823331012282
flan,apprécier,9,0.083341656870214
chantilly,apprécier,9,0.11725505999182952
fleur,apprécier,9,0.007224228233714387
râper,apprécier,9,0.011871394640657168
orange,apprécier,9,0.01599004619425574
fade,min,9,-0.019775305592817136
génois,min,9,0.04859660963955299
épice,min,9,0.011167767201674485
oranger,min,9,-0.02741398191050884
compote,min,9,0.028297701964175064
rhubarbe,min,9,0.02912551592751985
long,vouloir,9,0.043371048494219154
framboise,vouloir,9,0.015654418065463346
réduire,vouloir,9,0.030700362711157045
gonfler,vouloir,9,0.04526920745477246
noisette,vouloir,9,0.016171424547341603
jus,vouloir,9,0.040762345316060634
fondant,vouloir,9,0.026578941899208224
ingrédient,vouloir,9,0.022676465548965418
couper,vouloir,9,0.04571338260322709
café,vouloir,9,0.024917419308496547
tarte,vouloir,9,0.03514359384849229
cake,vouloir,9,0.08424534212121124
redire,vouloir,9,0.09345996365070919
mauvais,vouloir,9,0.1131750386687023
diviser,mets,9,-0.012921126336635653
épais,mets,9,0.004484272147918845
agréable,mets,9,0.028888903641728414
incorporer,mets,9,0.04720131986936746
gras,mets,9,0.07249607465344401
muffin,mets,9,0.019378368528186335
démouler,mets,9,0.0849294689533746
suffire,mets,9,0.007738016716546673
couper,mets,9,0.024415312589979442
oranger,mets,9,0.03763122311019729
respecter,mets,9,0.018096985501449725
manque,mets,9,0.018082585549052392
attendre,mets,9,0.05021404237946723
froid,mets,9,0.128412191809159
monter,mets,9,0.015821898802000123
mauvais,mets,9,0.05234868505365204
succès,pot,9,-0.013873431962060378
dessert,pot,9,-0.018388159585707754
place,pot,9,0.04989180631069212
frais,pot,9,0.028328729181285924
sec,pot,9,0.025184749775218535
réduire,pot,9,0.05704411445262825
huile,pot,9,0.2116271820789205
fraise,fromage,9,0.04933065601483563
changer,fromage,9,0.08692690749890779
mieux,fromage,9,0.08593886116402945
lettre,fromage,9,0.02979886158891694
consistance,fromage,9,0.023285087961303137
vite,fromage,9,0.06025063009467045
oeuf,fromage,9,-0.00299731663658801
tester,fromage,9,-0.018181178833613997
ajoute,fromage,9,0.08932299549630908
coup,fromage,9,0.08842168833963265
minute,fromage,9,-0.018144514139977648
rhum,fromage,9,0.009449494415502248
garder,fromage,9,0.03547834280766606
rester,fromage,9,0.1630500359672717
repas,blanc,9,-0.011657655316052836
abricot,blanc,9,-0.027608389887728995
épice,blanc,9,0.014176987758796096
feuilleter,blanc,9,-0.002478055574930206
long,place,9,-0.005423673370684269
pot,place,9,0.04989180631069212
entier,place,9,0.010223699569886488
pouvoir,place,9,0.028874832171959762
fade,place,9,0.07096392476030758
caramel,place,9,-0.015303262605131072
éviter,place,9,0.04918696839738059
saler,place,9,0.04921507853616427
pâtissier,place,9,-0.003128338694160331
miel,place,9,0.035005987522541616
sabler,place,9,0.029497725002032644
oranger,place,9,0.04933458999761352
déguster,place,9,0.028164835712484067
mascarpone,place,9,0.10868781010742944
ananas,place,9,0.020308519713291614
compote,crème,9,-0.033078637154412824
riz,crème,9,0.0721866604392204
crumble,goût,9,0.014146096530914167
rhubarbe,goût,9,0.056239036513423935
brioche,goût,9,0.043723321499627904
