item1,item2,n,correlation
éviter,ingrédient,8,0.039933041197116124
doubler,ingrédient,8,0.05274566192336671
tuerie,ingrédient,8,0.0584062354310138
râper,ingrédient,8,0.023827939359582426
jaune,ingrédient,8,0.023389840930655905
diviser,ami,8,0.07807606976498993
pot,ami,8,0.10673384754606441
entier,ami,8,0.07323169076824709
donner,ami,8,-0.0020723184212992902
fondre,ami,8,0.06294933046661028
devenir,ami,8,0.01168410780881407
pomme,ami,8,0.013794331297287011
mari,ami,8,0.031367302402611125
sirop,ami,8,0.04267022421213228
épais,ami,8,0.03579560054232522
tiède,ami,8,0.0528083737778419
hésiter,ami,8,0.04205196167129136
café,ami,8,0.05259658635494554
yaourt,ami,8,0.0941398335125498
retrouver,préparer,8,0.006618103085429803
pot,préparer,8,0.06418529810027537
entier,préparer,8,0.03722750234255312
consistance,préparer,8,-1.1594274196750569e-4
feuille,préparer,8,0.16512473972172712
sympa,préparer,8,-0.005361211300416279
obtenir,préparer,8,0.037918445047030215
chantilly,préparer,8,0.07953459264066089
épais,préparer,8,-0.014406077397244017
caramel,préparer,8,0.03319371950323533
parfumer,préparer,8,0.033873504644455245
doubler,préparer,8,0.008585060400343307
fille,préparer,8,0.042677051334961746
respecter,préparer,8,-0.001251935597704606
compote,préparer,8,0.1405754408267344
manque,préparer,8,0.009500846147421383
garder,préparer,8,0.03766143029226079
maïzena,préparer,8,0.053384496626087484
jaune,préparer,8,0.0630004735706991
cake,préparer,8,-0.006496584116684545
fruit,démouler,8,0.03611842416765793
servi,démouler,8,0.0965292249486995
inviter,démouler,8,0.021287100593987463
pourtant,démouler,8,0.10976094697119594
apprécier,démouler,8,0.04347307863694711
place,démouler,8,0.08925514623347451
conseil,démouler,8,0.03319894633500633
mélanger,démouler,8,0.07622871870620183
frais,démouler,8,0.08220201516378797
chaud,démouler,8,0.09606205331979936
vrai,démouler,8,0.009760277335869157
oeuf,démouler,8,0.004696013837972788
tester,démouler,8,0.05287538882832913
devoir,démouler,8,0.05315307262854119
grand,démouler,8,0.011657580085347615
minute,démouler,8,-0.0026049670276059975
lait,démouler,8,0.031209815837545583
abricot,démouler,8,0.36220533831188995
vanillé,démouler,8,0.028731023212249185
recommander,démouler,8,0.027540541687141096
top,démouler,8,0.017935869447602507
respecter,démouler,8,0.12516927341501186
morceau,démouler,8,0.048531078280579246
rester,démouler,8,0.07392212709545727
problème,démouler,8,0.28460692820201694
gros,voir,8,0.008665542987092885
pot,voir,8,0.049775578133442876
donner,voir,8,-0.0034144335329764235
confiture,voir,8,0.014000323023487088
effectivement,voir,8,0.010018908193942177
boule,voir,8,0.04906528516574678
chantilly,voir,8,0.17005354194058805
caramel,voir,8,0.02265150287635434
incorporer,voir,8,0.04424179128026615
original,voir,8,0.07190180207161621
oublier,voir,8,0.026409590454194304
demi,voir,8,0.04177806404259095
gras,voir,8,0.04843915786680429
muffin,voir,8,0.006024317028503801
râper,voir,8,0.021768655382038572
attendre,voir,8,0.036698224133970093
garder,voir,8,0.0491852643059771
redire,voir,8,0.04664255909236516
framboise,suffire,8,0.0025434945293633933
consistance,suffire,8,0.0341717780883815
indiquer,suffire,8,0.007604646633492123
obtenir,suffire,8,0.04206014288964004
plat,suffire,8,0.040808922567178656
redemander,suffire,8,0.050352011654006094
original,suffire,8,0.011594969148812638
noir,suffire,8,0.05217461151313321
gras,suffire,8,0.018059256634644062
épice,suffire,8,0.08281079762591305
croustillant,suffire,8,0.07485857420395264
respecter,suffire,8,0.031358556048378415
tuerie,suffire,8,0.011568839745884714
beau,suffire,8,0.042152757952768634
maïzena,suffire,8,0.0447901436025247
idée,suffire,8,0.014294658509768505
problème,suffire,8,0.04900692622268342
framboise,cannelle,8,-0.029025102120006203
pouvoir,cannelle,8,-0.003006775136766729
noir,cannelle,8,-0.016107685202610394
sabler,cannelle,8,0.016268839358552643
compote,cannelle,8,0.11675459455447465
lourd,cannelle,8,0.012639460838371593
feuilleter,cannelle,8,0.037743681108120195
fruit,sabler,8,0.0024339738027628842
apprécier,sabler,8,-0.010327061048411227
framboise,sabler,8,0.08545365646084623
donner,sabler,8,0.07281143710577735
tenir,sabler,8,0.02045681003352106
sympa,sabler,8,0.05566791358072491
mari,sabler,8,0.06761800740666851
moule,sabler,8,-0.012940350005091444
gourmand,sabler,8,0.05252496425827724
liquide,sabler,8,5.713012546909949e-5
jus,sabler,8,0.049532861814950244
neige,sabler,8,0.06920184957488769
soupe,sabler,8,0.0030064690859906993
cannelle,sabler,8,0.016268839358552643
donne,sabler,8,0.054020839580951364
fruit,dur,8,-0.013852341048806584
oeuf,dur,8,0.01923146138938266
tester,dur,8,-0.012848036052020279
obtenir,dur,8,0.16520084102578236
levure,dur,8,0.02546804131671855
venir,dur,8,0.07800664409917252
classique,dur,8,0.06329694962628893
incorporer,dur,8,0.20132825087209258
gras,dur,8,0.04130161857262387
recommander,dur,8,0.021846205424365828
top,dur,8,0.031077687170570772
maison,dur,8,0.04732273487618623
accompagner,dur,8,0.13172099566253706
garder,dur,8,0.13561869941299867
rester,dur,8,0.06399959862163132
partie,top,8,0.04484890482787317
zeste,top,8,-0.024341270641049066
démouler,top,8,0.017935869447602507
dur,top,8,0.031077687170570772
manque,top,8,-0.010284572753598486
râper,top,8,0.030677535883917507
feuilleter,top,8,0.04727933878974809
fruit,croustillant,8,0.006341556842714106
prendre,croustillant,8,0.0034365029713513905
frigo,croustillant,8,0.07183936537323998
long,croustillant,8,0.048090046686687364
pourtant,croustillant,8,0.04719323902515223
vouloir,croustillant,8,0.0739057692728207
framboise,croustillant,8,0.016717534597452937
mélanger,croustillant,8,0.08463445641150515
devoir,croustillant,8,-0.004542666514849872
sec,croustillant,8,-0.03141143040482813
pomme,croustillant,8,-0.018685654703245545
pépite,croustillant,8,0.018135445206730758
coco,croustillant,8,0.0037602185553703973
base,croustillant,8,0.02844831154019316
gonfler,croustillant,8,0.06717556331216214
mal,croustillant,8,0.012735229986341717
vanillé,croustillant,8,0.011022820650964424
fondant,croustillant,8,-1.6055431379514163e-5
couche,croustillant,8,0.04305785233251475
redemander,croustillant,8,0.049923705976961476
recommander,croustillant,8,0.09359286260616678
suffire,croustillant,8,0.07485857420395264
respecter,croustillant,8,0.04209140313172426
morceau,croustillant,8,0.020802778364596687
huile,croustillant,8,0.08878306920768864
mauvais,croustillant,8,0.11819746520675445
mousse,attention,8,0.06671851675827445
coulis,attention,8,0.05854485363155777
fromage,attention,8,0.05439153919325023
poire,attention,8,-0.036708479063104885
repas,attention,8,-0.0038409657960255133
glaçage,attention,8,0.07707784577632235
agréable,attention,8,0.059194165267811565
fade,attention,8,0.030192281774732682
oublier,attention,8,0.01994908636942127
spéculoos,attention,8,0.04657875815902009
changer,couper,8,-9.718436184413951e-4
idéal,couper,8,0.022863055952204944
heure,couper,8,0.0638601966985388
retrouver,couper,8,0.06203104899914519
lettre,couper,8,-0.008011692558625622
entier,couper,8,0.034778576121383915
eau,couper,8,0.03832834223243474
chaud,couper,8,0.04726783833085694
confiture,couper,8,0.007346683055753263
venir,couper,8,0.07416705438721159
épais,couper,8,0.03973101705841322
classique,couper,8,0.10158747122149957
couche,couper,8,0.10615902944573037
redemander,couper,8,0.05248127283605539
extra,couper,8,0.028589407065680646
demi,couper,8,0.07401407672348759
hésiter,couper,8,0.02335017505737118
déguster,couper,8,0.04874788386504649
râper,couper,8,0.050528822023613515
problème,couper,8,0.051079307091486524
spéculoos,couper,8,0.20810831151043646
gros,maison,8,0.013650915487342543
eau,maison,8,0.01689071824378135
tenir,maison,8,0.003417308272009367
ajoute,maison,8,0.020137566083863412
fin,maison,8,-0.0098580672633902
pépite,maison,8,0.005287541401809482
chantilly,maison,8,0.11838395959516569
coco,maison,8,-0.017667872317527755
glaçage,maison,8,0.13093245829415256
base,maison,8,0.01561971565420644
dose,maison,8,0.0032862405527900236
venir,maison,8,0.06360286962877063
sachet,maison,8,-0.018241217124428964
caramel,maison,8,0.05976037832491374
réussite,maison,8,0.03870694892362733
neige,maison,8,-0.01762200793118476
saler,maison,8,0.12681011385456
banane,maison,8,0.07260617630120486
dur,maison,8,0.04732273487618623
rester,maison,8,0.03633573929656668
diviser,fleur,8,0.32582774120625174
mieux,fleur,8,0.0376892975405289
tenir,fleur,8,0.058154227756297944
vite,fleur,8,0.01923134311989361
devenir,fleur,8,0.07073231117663735
fin,fleur,8,0.06332448050849417
proportion,fleur,8,0.0981993002790999
coco,fleur,8,0.06231085287810954
mal,fleur,8,0.028405967030363632
gras,fleur,8,0.09760525445210091
café,fleur,8,0.07346026912163621
beau,fleur,8,0.19733418669650094
rester,fleur,8,0.025288224417352827
gros,oranger,8,0.11416138752467876
apprécier,oranger,8,0.007052658359924207
mélanger,oranger,8,0.03990946043461638
tenir,oranger,8,0.06275864573566732
devoir,oranger,8,0.030241395161200956
four,oranger,8,0.010780532495444868
proportion,oranger,8,0.10407562358111662
réussi,oranger,8,0.01744526531764387
mal,oranger,8,0.032963742571099686
sachet,oranger,8,0.03717549503875918
vanillé,oranger,8,0.025641181901396838
gras,oranger,8,0.10276636655576422
café,oranger,8,0.07750988822826817
succès,accompagner,8,0.002052757892242088
prendre,accompagner,8,0.002206392844818709
essayer,accompagner,8,-0.01055547249394123
place,accompagner,8,2.9556594418470483e-4
vite,accompagner,8,0.01691954999140095
devoir,accompagner,8,0.09050730958595468
lieu,accompagner,8,0.0324348937597944
ajoute,accompagner,8,0.059956164957911416
coup,accompagner,8,0.03013659011423093
préférer,accompagner,8,0.05952349550426564
an,accompagner,8,0.06274677025988531
également,accompagner,8,0.04934986934608975
gourmand,accompagner,8,0.04216720101451817
vanillé,accompagner,8,0.10211829442688126
laisser,accompagner,8,0.047795474728453344
parfumer,accompagner,8,0.14745936367720344
neige,accompagner,8,0.09560096087776572
zeste,accompagner,8,0.057125431875224814
citron,accompagner,8,-0.004322089646755216
dur,accompagner,8,0.13172099566253706
tarte,accompagner,8,0.01075252960091179
idéal,respecter,8,0.08187774245473702
mousse,respecter,8,0.014625948296038693
cas,respecter,8,0.07484203380493035
chaud,respecter,8,0.06985911570745564
vite,respecter,8,0.0121486443000503
lieu,respecter,8,0.06702512985627881
effectivement,respecter,8,0.024463266334484236
sirop,respecter,8,0.038138758713874184
coco,respecter,8,0.0699524041537276
levure,respecter,8,0.021256401593495657
biscuit,respecter,8,0.06299253783074703
noisette,respecter,8,0.04729867944865227
agréable,respecter,8,0.0475515605246573
tiède,respecter,8,0.11758375136017925
parfumer,respecter,8,0.12116726613981094
oublier,respecter,8,0.06401727646744419
préparer,respecter,8,-0.001251935597704606
démouler,respecter,8,0.12516927341501186
suffire,respecter,8,0.031358556048378415
croustillant,respecter,8,0.04209140313172426
morceau,respecter,8,0.010785071378004224
huile,respecter,8,0.06228260817182137
redire,respecter,8,0.10161854374080512
mauvais,respecter,8,0.04006744411790386
fraise,déguster,8,0.1226060780305958
glace,déguster,8,0.017108707094548144
lettre,déguster,8,0.0020857460505132653
cas,déguster,8,0.08157071778309052
mets,déguster,8,0.013316493382772293
conseil,déguster,8,0.0087767006155504
mélanger,déguster,8,0.04991967251822227
eau,déguster,8,0.04724958785677946
tenir,déguster,8,0.0306899977847811
vite,déguster,8,0.028680686118060267
indiquer,déguster,8,0.05663344348824714
mari,déguster,8,0.09233304504830321
également,déguster,8,0.02582734642213466
gourmand,déguster,8,0.0850015721817119
parfumer,déguster,8,0.08851903252070525
hésiter,déguster,8,0.05025750239410552
couper,déguster,8,0.04874788386504649
tuerie,déguster,8,0.08423980589985526
morceau,déguster,8,0.03709394998808232
lourd,déguster,8,0.07184204038419174
problème,déguster,8,0.0675706664523632
utiliser,compote,8,-0.012199686791144769
dessert,compote,8,0.03290643602087587
fond,compote,8,0.046452625047240556
apprécier,compote,8,0.07110855468104722
léger,compote,8,0.0012850375905557893
tester,compote,8,0.10047682000053412
temps,compote,8,0.010723598107708888
manger,compote,8,0.0050724875262594645
enfant,compote,8,-3.4628645715176567e-4
chocolat,compote,8,-0.0015350772821950789
amande,compote,8,-0.024295930852680725
meilleur,compote,8,-0.013040659172107083
préparer,compote,8,0.1405754408267344
cannelle,compote,8,0.11675459455447465
famille,compote,8,0.03464983951205801
fraise,café,8,-0.009957196957668106
retrouver,café,8,0.011967447837042013
ressembler,café,8,0.018671567777894728
servi,café,8,-0.0047624259760568185
pot,café,8,0.09508461215935106
entier,café,8,0.09215081892970561
eau,café,8,-0.015164458123868171
flan,café,8,0.01790229439654638
devenir,café,8,0.018957027187717575
repas,café,8,-0.005573920688614555
noisette,café,8,-0.00645301290768049
recommander,café,8,-0.0226056600619902
hésiter,café,8,0.09289110904637116
ami,café,8,0.05259658635494554
fleur,café,8,0.07346026912163621
oranger,café,8,0.07750988822826817
lourd,café,8,5.399306529256655e-4
orange,café,8,0.025183864016083468
donne,café,8,-0.0083450795742816
yaourt,café,8,0.047906970765032926
succès,manque,8,-0.038650331415351506
mieux,manque,8,0.029454519083512116
frigo,manque,8,0.04582715400950137
ressembler,manque,8,0.06928137110152782
tenir,manque,8,-0.020309211139308805
devoir,manque,8,0.032325937417639124
garde,manque,8,0.05886776546785708
confiture,manque,8,0.026480581802360223
base,manque,8,0.08976225715545509
venir,manque,8,0.035100079302565125
réussi,manque,8,-0.024546838514374274
noisette,manque,8,0.04518335990650336
vanillé,manque,8,-0.008033564264051324
éviter,manque,8,0.03413979178764079
neige,manque,8,0.016461527855912688
oublier,manque,8,0.07514754491076804
demi,manque,8,0.030289833293215315
gras,manque,8,0.11385183012654357
pain,manque,8,0.0917956777470374
banane,manque,8,-0.014862546666460896
préparer,manque,8,0.009500846147421383
top,manque,8,-0.010284572753598486
tarte,manque,8,0.051032145886763566
orange,manque,8,0.08818217839122683
mieux,tuerie,8,0.023053306080317255
eau,tuerie,8,0.05253726667461098
indiquer,tuerie,8,0.037518917988231634
effectivement,tuerie,8,0.09855440917817158
an,tuerie,8,0.014732529535542974
coco,tuerie,8,0.0783062403292657
éviter,tuerie,8,0.09966486259777912
jus,tuerie,8,0.030050828740365583
laisser,tuerie,8,0.03637939072280086
réussite,tuerie,8,0.09328911805653581
zeste,tuerie,8,0.07298699120097381
doubler,tuerie,8,0.06043210196324102
fille,tuerie,8,0.04456092970894935
ingrédient,tuerie,8,0.0584062354310138
suffire,tuerie,8,0.011568839745884714
déguster,tuerie,8,0.08423980589985526
tarte,tuerie,8,0.0066151237462988635
mascarpone,tuerie,8,0.12538034191142572
rester,tuerie,8,0.05853924510816456
spéculoos,tuerie,8,0.11181072493363779
coulis,morceau,8,0.003867115809309111
cas,morceau,8,0.008843444058874012
incorporer,morceau,8,0.027902996157380087
pâtissier,morceau,8,0.02357040265336466
démouler,morceau,8,0.048531078280579246
croustillant,morceau,8,0.020802778364596687
respecter,morceau,8,0.010785071378004224
déguster,morceau,8,0.03709394998808232
râper,morceau,8,0.028318349272722008
maïzena,morceau,8,0.045589701689945326
monter,morceau,8,0.009503525720438695
problème,morceau,8,0.02960418892792612
idéal,rhum,8,0.10718987984818049
mousse,rhum,8,-0.011334427713236096
cas,rhum,8,-0.007733211366571089
biscuit,rhum,8,-0.055035210621305765
noisette,rhum,8,-0.033268039375702385
agréable,rhum,8,0.04437375954939776
saler,rhum,8,0.012599348978241151
garder,rhum,8,0.013319277144125454
jaune,rhum,8,0.004697428825180294
froid,rhum,8,0.04066616534659929
yaourt,rhum,8,-0.00332459672944651
problème,rhum,8,0.057728947954123984
inviter,râper,8,-0.0018440149294636327
gros,râper,8,0.08726043354847177
place,râper,8,0.09841662294338502
consistance,râper,8,0.09072175144851319
indiquer,râper,8,0.02817718556505091
moitié,râper,8,0.0025958136738132185
sec,râper,8,-0.0012545229348931747
réussi,râper,8,0.02597482632818758
classique,râper,8,0.07311639423096997
liquide,râper,8,-0.011135055509002746
laisser,râper,8,0.02159900843905833
tiède,râper,8,0.14470546968783446
ingrédient,râper,8,0.023827939359582426
voir,râper,8,0.021768655382038572
top,râper,8,0.030677535883917507
couper,râper,8,0.050528822023613515
morceau,râper,8,0.028318349272722008
changer,huile,8,0.06727194999181237
inviter,huile,8,-0.016260073471447114
dommage,huile,8,0.019210550542285633
conseil,huile,8,0.034172080675511134
vite,huile,8,0.06719403837670951
indiquer,huile,8,0.02374422242537418
préférer,huile,8,0.08496379236589359
fin,huile,8,0.057583709218990003
également,huile,8,0.06950423691491711
coco,huile,8,0.1830711135282678
miam,huile,8,0.0224395645211666
venir,huile,8,0.03867104683823471
gonfler,huile,8,0.06459299355123453
conseiller,huile,8,0.01717628622203189
vanillé,huile,8,0.0355763525258574
tiède,huile,8,0.029799649006920042
doubler,huile,8,0.039545929769139676
miel,huile,8,0.004423078094739813
croustillant,huile,8,0.08878306920768864
respecter,huile,8,0.06228260817182137
diminuer,huile,8,0.04537661075968666
confiture,famille,8,0.014662119799427182
pain,famille,8,0.012054959045198052
compote,famille,8,0.03464983951205801
jaune,famille,8,0.05369925515165232
orange,famille,8,-0.00949203592825667
ananas,famille,8,-0.005498976659322805
glace,attendre,8,0.020441024374459642
servi,attendre,8,0.025678654283153975
inviter,attendre,8,-0.01520868415623248
donner,attendre,8,0.07105309943005442
eau,attendre,8,0.12586991779196602
coup,attendre,8,0.03283521072654505
préférer,attendre,8,0.08048636130405347
fin,attendre,8,0.031239907066986917
pépite,attendre,8,0.05948843796393666
coco,attendre,8,0.08733865225910367
réduire,attendre,8,0.07822368509681492
conseiller,attendre,8,0.005700681455317335
sachet,attendre,8,0.01812907838610207
jus,attendre,8,0.06810802965264856
laisser,attendre,8,0.027691117787954835
neige,attendre,8,0.11297494793898516
voir,attendre,8,0.036698224133970093
beau,attendre,8,0.11437475182611648
idéal,beau,8,0.0724038449287485
chaud,beau,8,0.03802442420097018
lieu,beau,8,0.026219623452190397
confiture,beau,8,0.014278789346892954
réduire,beau,8,0.04356702620545807
venir,beau,8,0.12625737871653228
classique,beau,8,0.04043836322128726
éviter,beau,8,0.07747894701854129
réussite,beau,8,0.05183614528089501
original,beau,8,0.10054167019243523
citron,beau,8,-0.008170589186626288
extra,beau,8,0.05358614455047
banane,beau,8,-0.013662114310510069
suffire,beau,8,0.042152757952768634
fleur,beau,8,0.19733418669650094
attendre,beau,8,0.11437475182611648
jaune,beau,8,0.10067249189164405
cake,beau,8,0.05408175559803581
problème,beau,8,0.05390659897207975
frigo,garder,8,0.056750084184706395
pourtant,garder,8,0.010900498622792385
gros,garder,8,0.03345490229204266
partie,garder,8,0.0948094750733494
vouloir,garder,8,0.08053733087243647
place,garder,8,0.0024110165780898457
mélanger,garder,8,0.06383978830682226
oeuf,garder,8,-0.02665500029393493
pomme,garder,8,-0.0014893848826222538
fin,garder,8,0.030579898081154952
poire,garder,8,0.08089129018668618
gourmand,garder,8,0.07513458487158926
neige,garder,8,0.020912033607318862
préparer,garder,8,0.03766143029226079
voir,garder,8,0.0491852643059771
dur,garder,8,0.13561869941299867
rhum,garder,8,0.013319277144125454
tarte,garder,8,0.034790314005477274
donne,garder,8,0.06311394170860272
yaourt,garder,8,0.050336167541066935
simplement,lourd,8,0.0010823737934582865
idéal,lourd,8,0.06861591054196789
vouloir,lourd,8,0.056813495439276634
vite,lourd,8,0.030565733991242468
indiquer,lourd,8,0.07074206520506117
préférer,lourd,8,0.09387584809790686
base,lourd,8,0.056399409992362946
jus,lourd,8,0.035602303909635695
noir,lourd,8,0.05064409014447263
cannelle,lourd,8,0.012639460838371593
déguster,lourd,8,0.07184204038419174
café,lourd,8,5.399306529256655e-4
cake,lourd,8,0.007805702199086985
coulis,tarte,8,0.11365196281034044
partie,tarte,8,0.019989371510164153
chaud,tarte,8,0.06944060069310694
réduire,tarte,8,0.007551814230796094
dose,tarte,8,-0.00746982284016896
agréable,tarte,8,0.123657585812529
réussite,tarte,8,0.04528065555326008
noir,tarte,8,0.001726765024406472
doubler,tarte,8,0.01164844828036509
recommander,tarte,8,-0.04051233954819129
hésiter,tarte,8,-0.00816573419262236
accompagner,tarte,8,0.01075252960091179
manque,tarte,8,0.051032145886763566
tuerie,tarte,8,0.0066151237462988635
garder,tarte,8,0.034790314005477274
rhubarbe,tarte,8,0.14144607740339724
gros,maïzena,8,0.018520182475562932
ajoute,maïzena,8,0.06677009868228566
également,maïzena,8,0.04605659450092063
mal,maïzena,8,0.044012269223692696
préparer,maïzena,8,0.053384496626087484
suffire,maïzena,8,0.0447901436025247
morceau,maïzena,8,0.045589701689945326
donne,maïzena,8,0.03168262757362002
fruit,feuilleter,8,0.012859088070283877
régaler,feuilleter,8,0.03594814158306988
mieux,feuilleter,8,0.11921302024048609
mets,feuilleter,8,0.16166507546473002
moitié,feuilleter,8,0.06291093663254789
vanille,feuilleter,8,0.027485117410535234
enfant,feuilleter,8,0.0025306573386135365
fin,feuilleter,8,0.08453655308416783
succulent,feuilleter,8,0.1307879502362375
vanillé,feuilleter,8,0.07094141400123344
mélange,feuilleter,8,0.08992627248684354
jus,feuilleter,8,0.06159753383003961
tiède,feuilleter,8,0.12589735368970972
soupe,feuilleter,8,0.04569983235267197
cannelle,feuilleter,8,0.037743681108120195
top,feuilleter,8,0.04727933878974809
prendre,idée,8,0.0041970541309185455
frigo,idée,8,0.04615649058986864
fondre,idée,8,0.10061389941900145
tenir,idée,8,0.039677003014371846
garde,idée,8,0.06855250743333564
an,idée,8,0.30419738225093357
mari,idée,8,0.07096784464325456
poire,idée,8,0.018870846950933072
épais,idée,8,0.06502930695204219
conseiller,idée,8,-0.017863501432559607
succulent,idée,8,0.08303411284249074
classique,idée,8,0.07414500158149628
fondant,idée,8,0.009086963456472407
couche,idée,8,0.08363646981943007
goûter,idée,8,1.5988183037012358e-4
banane,idée,8,0.0649093480321643
suffire,idée,8,0.014294658509768505
cake,idée,8,0.04298409302327232
donne,idée,8,0.010894686527369005
mousse,jaune,8,0.18066608987430477
retrouver,jaune,8,0.17004636976879473
préparation,jaune,8,0.005468941425224485
obtenir,jaune,8,0.10152657188660705
garde,jaune,8,0.05537226130624371
sec,jaune,8,0.024000679790981024
préférer,jaune,8,0.05153338489836226
également,jaune,8,0.013086846387672053
proportion,jaune,8,0.06164803960153488
levure,jaune,8,0.16829835634519077
texture,jaune,8,0.08457372102524009
noir,jaune,8,0.0880432663703461
meilleur,jaune,8,-0.02162068357761038
pâtissier,jaune,8,0.06380533489862984
ingrédient,jaune,8,0.023389840930655905
préparer,jaune,8,0.0630004735706991
rhum,jaune,8,0.004697428825180294
famille,jaune,8,0.05369925515165232
beau,jaune,8,0.10067249189164405
fraise,mascarpone,8,0.06469026307870386
simplement,mascarpone,8,0.011860196409824922
gros,mascarpone,8,0.08689489987242667
fromage,mascarpone,8,0.5218066919794052
vite,mascarpone,8,0.0022528251348298287
moelleux,mascarpone,8,-0.025069916376899815
cuillère,mascarpone,8,-0.0024224121580827215
lieu,mascarpone,8,0.11225629588424935
manger,mascarpone,8,-0.030796470976449938
devenir,mascarpone,8,0.017496757153418446
pâte,mascarpone,8,-0.04988643423954985
proportion,mascarpone,8,0.16525160767850983
glaçage,mascarpone,8,0.09685073142799323
mélange,mascarpone,8,0.025090194609478287
couche,mascarpone,8,0.14051281959495188
soupe,mascarpone,8,0.01676360923466012
poudre,mascarpone,8,-0.022267233227298434
tuerie,mascarpone,8,0.12538034191142572
succès,orange,8,-0.0037975639297999748
prendre,orange,8,0.027480055324349984
simplement,orange,8,0.09945000095155204
commentaire,orange,8,-0.012903935405291528
donner,orange,8,0.02194867037951288
tenir,orange,8,0.0290799165126642
vite,orange,8,0.04138130529957191
oeuf,orange,8,0.058149748311638404
lieu,orange,8,0.002472419839007406
vanillé,orange,8,0.10463140613378848
laisser,orange,8,0.042343986192807805
café,orange,8,0.025183864016083468
manque,orange,8,0.08818217839122683
famille,orange,8,-0.00949203592825667
long,diminuer,8,0.02528980623386338
pourtant,diminuer,8,0.04209402941735146
mets,diminuer,8,0.01210769024523209
framboise,diminuer,8,0.04322160313021772
chaud,diminuer,8,0.026726200551924543
confiture,diminuer,8,0.031939616860720534
boule,diminuer,8,0.013215468474583518
sirop,diminuer,8,-0.003439243181967847
également,diminuer,8,0.021522536893153553
gourmand,diminuer,8,0.012597038532409477
succulent,diminuer,8,0.013435899424370493
réussite,diminuer,8,0.050794150651655746
parfumer,diminuer,8,0.07042635151062923
neige,diminuer,8,0.03719694590836208
fille,diminuer,8,0.029970348762728954
huile,diminuer,8,0.04537661075968666
changer,cake,8,0.025874087061112758
mieux,cake,8,0.0577479664920303
long,cake,8,0.07464107826605436
donner,cake,8,-0.005560554220772599
effectivement,cake,8,0.008355716311633966
fin,cake,8,-0.017913266803094928
poire,cake,8,0.03520570566235274
pépite,cake,8,0.048255746836354176
réussi,cake,8,-0.0011553945687202848
laisser,cake,8,0.0345688907554795
citron,cake,8,0.05673244565809107
préparer,cake,8,-0.006496584116684545
beau,cake,8,0.05408175559803581
lourd,cake,8,0.007805702199086985
idée,cake,8,0.04298409302327232
idéal,froid,8,0.07846000539827329
long,froid,8,0.050773054402396205
apprécier,froid,8,0.05128948442931103
devoir,froid,8,0.046520373405503475
obtenir,froid,8,0.03947646394779316
effectivement,froid,8,0.0783368208504488
sirop,froid,8,0.06597314092609363
également,froid,8,0.013112153983172462
agréable,froid,8,0.12645441176689495
fondant,froid,8,-0.0063920535881530575
extra,froid,8,0.20285069996925448
recommander,froid,8,0.010640933048238968
rhum,froid,8,0.04066616534659929
frigo,donne,8,0.09356117602344957
servi,donne,8,0.005813073563935276
cas,donne,8,0.049982697267966586
ajoute,donne,8,0.010538045074922484
préférer,donne,8,0.032469362278381216
sirop,donne,8,-0.01933599831563703
venir,donne,8,0.10265244691807146
biscuit,donne,8,-0.0036266464874418103
éviter,donne,8,0.06136602160422454
génial,donne,8,0.05343516069793322
parfumer,donne,8,0.05780719095611318
demi,donne,8,0.05360911110041407
gras,donne,8,0.015396784030513491
banane,donne,8,0.04075634846820859
sabler,donne,8,0.054020839580951364
café,donne,8,-0.0083450795742816
garder,donne,8,0.06311394170860272
maïzena,donne,8,0.03168262757362002
idée,donne,8,0.010894686527369005
monter,donne,8,0.027029694262373442
rester,donne,8,0.05964831292310844
mieux,monter,8,0.031576946948814084
préparation,monter,8,-0.0228932283062422
fond,monter,8,0.01222314194700592
pot,monter,8,0.05610891559325484
lieu,monter,8,0.014497819525559723
ajoute,monter,8,0.03538094714809838
pomme,monter,8,0.04789180156018756
également,monter,8,0.0478172159968575
chantilly,monter,8,0.1312551767972175
épais,monter,8,0.03437035312685975
vanillé,monter,8,0.019318562036840146
éviter,monter,8,0.13024845565361923
couche,monter,8,0.03331009798045725
redemander,monter,8,0.0880774447318936
citron,monter,8,0.042147317914608656
doubler,monter,8,0.11839277057893485
extra,monter,8,0.0954607634702388
recommander,monter,8,0.014536793440254065
morceau,monter,8,0.009503525720438695
donne,monter,8,0.027029694262373442
mauvais,monter,8,0.129620977853196
fraise,rester,8,0.021516863970780606
frigo,rester,8,0.04337046668102558
vouloir,rester,8,0.04918571171601185
framboise,rester,8,0.01329891186161771
boule,rester,8,0.09183444985282849
réduire,rester,8,0.024567254513926266
succulent,rester,8,0.01989910542132466
vanillé,rester,8,0.0031070689371366575
original,rester,8,0.02361251576035844
gras,rester,8,0.06302434271641763
recommander,rester,8,0.04076963497640925
raisin,rester,8,0.13112484479667055
démouler,rester,8,0.07392212709545727
dur,rester,8,0.06399959862163132
maison,rester,8,0.03633573929656668
fleur,rester,8,0.025288224417352827
tuerie,rester,8,0.05853924510816456
donne,rester,8,0.05964831292310844
décevoir,crêpe,8,0.03085190870893036
vrai,crêpe,8,0.033929818031327434
temps,crêpe,8,0.10541782905580704
falloir,crêpe,8,0.03828280617299535
manger,crêpe,8,0.08691209596975111
pâte,crêpe,8,0.055698356194320016
remplacer,crêpe,8,-0.01648000892477745
